[1] ADD,umhaEY4lil,91628.00 
[8231] CANCEL_SET_SELL,w69hSQMdyy,TD 
[8232] COMMIT_BUY,CqOb5G0hB4 
[8233] QUOTE,jzi5Fg2GGS,IPI 
[8234] SET_BUY_TRIGGER,xFrzsBbeiS,CNR,131.65 
[8235] QUOTE,CqOb5G0hB4,OXY 
[8236] SET_BUY_TRIGGER,BqhMWgFe1n,QQQ,89.38 
[8237] SET_SELL_TRIGGER,ojovZ9YLZM,CLF,153.03 
[8238] COMMIT_SELL,w69hSQMdyy 
[8239] ADD,xFrzsBbeiS,68177.58 
[8240] SET_BUY_TRIGGER,umhaEY4lil,INO,54.20 
[8241] ADD,w69hSQMdyy,64147.44 
[8242] DISPLAY_SUMMARY,ojovZ9YLZM 
[8243] DISPLAY_SUMMARY,LwNQpkd8mr 
[8244] ADD,LwNQpkd8mr,57335.69 
[8245] ADD,umhaEY4lil,43933.65 
[8246] QUOTE,sYJRWa0Mih,PDS 
[8247] ADD,kul4JJSoHc,63257.20 
[8248] BUY,sYJRWa0Mih,AME,377.13 
[8249] QUOTE,LwNQpkd8mr,TRP 
[8250] BUY,CqOb5G0hB4,INO,307.06 
[8251] BUY,kul4JJSoHc,CNQ,505.74 
[8252] COMMIT_BUY,LwNQpkd8mr 
[8253] CANCEL_SET_BUY,BqhMWgFe1n,CVE 
[8254] COMMIT_BUY,CqOb5G0hB4 
[8255] SET_BUY_TRIGGER,BqhMWgFe1n,CVE,129.24 
[8256] QUOTE,w69hSQMdyy,ZIM 
[8257] CANCEL_SET_SELL,ojovZ9YLZM,CNQ 
[8258] BUY,sYJRWa0Mih,NRT,247.26 
[8259] CANCEL_BUY,kul4JJSoHc 
[8260] SET_BUY_AMOUNT,LwNQpkd8mr,CVE,129.55 
[8261] SET_BUY_TRIGGER,LwNQpkd8mr,HPK,15.19 
[8262] ADD,kul4JJSoHc,46781.01 
[8263] SET_BUY_TRIGGER,ojovZ9YLZM,INO,207.22 
[8264] CANCEL_BUY,sYJRWa0Mih 
[8265] DISPLAY_SUMMARY,w69hSQMdyy 
[8266] SET_SELL_AMOUNT,kul4JJSoHc,SU,423.81 
[8267] CANCEL_SELL,w69hSQMdyy 
[8268] SET_BUY_AMOUNT,LwNQpkd8mr,AAT,616.96 
[8269] DISPLAY_SUMMARY,CqOb5G0hB4 
[8270] BUY,jzi5Fg2GGS,UAN,195.27 
[8271] DISPLAY_SUMMARY,CqOb5G0hB4 
[8272] SET_BUY_TRIGGER,LwNQpkd8mr,AAL,476.04 
[8273] SET_SELL_TRIGGER,kul4JJSoHc,SU,209.09 
[8274] COMMIT_BUY,jzi5Fg2GGS 
[8275] BUY,umhaEY4lil,BNS,666.88 
[8276] DISPLAY_SUMMARY,w69hSQMdyy 
[8277] ADD,sYJRWa0Mih,68563.36 
[8278] CANCEL_SET_BUY,CqOb5G0hB4,CNQ 
[8279] SET_SELL_TRIGGER,LwNQpkd8mr,AME,141.05 
[8280] SET_BUY_AMOUNT,LwNQpkd8mr,AR,455.34 
[8281] CANCEL_SELL,kul4JJSoHc 
[8282] DISPLAY_SUMMARY,CqOb5G0hB4 
[8283] DISPLAY_SUMMARY,BqhMWgFe1n 
[8284] QUOTE,xFrzsBbeiS,IPI 
[8285] DISPLAY_SUMMARY,w69hSQMdyy 
[8286] SET_BUY_TRIGGER,xFrzsBbeiS,TD,182.76 
[8287] COMMIT_BUY,kul4JJSoHc 
[8288] QUOTE,w69hSQMdyy,AC 
[8289] CANCEL_SET_BUY,BqhMWgFe1n,HPK 
[8290] BUY,sYJRWa0Mih,DDS,45.19 
[8291] SELL,CqOb5G0hB4,BTU,585.50 
[8292] COMMIT_SELL,CqOb5G0hB4 
[8293] SET_BUY_AMOUNT,ojovZ9YLZM,CLF,81.91 
[8294] COMMIT_BUY,sYJRWa0Mih 
[8295] QUOTE,BqhMWgFe1n,AAT 
[8296] CANCEL_BUY,umhaEY4lil 
[8297] CANCEL_SET_BUY,ojovZ9YLZM,CLF 
[8298] CANCEL_BUY,CqOb5G0hB4 
[8299] ADD,ojovZ9YLZM,83615.72 
[8300] SELL,kul4JJSoHc,ZIM,250.53 
[8301] SET_BUY_TRIGGER,LwNQpkd8mr,VET,205.32 
[8302] ADD,sYJRWa0Mih,105544.03 
[8303] COMMIT_BUY,CqOb5G0hB4 
[8304] SELL,CqOb5G0hB4,LAC,239.29 
[8305] BUY,sYJRWa0Mih,NRT,162.72 
[8306] CANCEL_SELL,xFrzsBbeiS 
[8307] COMMIT_BUY,xFrzsBbeiS 
[8308] BUY,ojovZ9YLZM,TRP,26.90 
[8309] QUOTE,umhaEY4lil,SU 
[8310] QUOTE,BqhMWgFe1n,CVE 
[8311] CANCEL_SET_SELL,BqhMWgFe1n,GME 
[8312] BUY,w69hSQMdyy,UAN,575.28 
[8313] CANCEL_SELL,CqOb5G0hB4 
[8314] CANCEL_SET_BUY,xFrzsBbeiS,AME 
[8315] SET_BUY_AMOUNT,w69hSQMdyy,TD,401.95 
[8316] COMMIT_BUY,sYJRWa0Mih 
[8317] COMMIT_SELL,kul4JJSoHc 
[8318] SET_BUY_TRIGGER,w69hSQMdyy,AMD,304.48 
[8319] CANCEL_SET_BUY,LwNQpkd8mr,CVE 
[8320] CANCEL_SELL,jzi5Fg2GGS 
[8321] SELL,BqhMWgFe1n,NIO,678.98 
[8322] SET_SELL_AMOUNT,xFrzsBbeiS,AAT,378.84 
[8323] ADD,jzi5Fg2GGS,77796.52 
[8324] COMMIT_SELL,BqhMWgFe1n 
[8325] CANCEL_BUY,ojovZ9YLZM 
[8326] DISPLAY_SUMMARY,umhaEY4lil 
[8327] QUOTE,sYJRWa0Mih,MVO 
[8328] SET_SELL_TRIGGER,xFrzsBbeiS,AAT,294.95 
[8329] BUY,ojovZ9YLZM,TRP,32.44 
[8330] COMMIT_SELL,kul4JJSoHc 
[8331] CANCEL_SELL,ojovZ9YLZM 
[8332] COMMIT_SELL,xFrzsBbeiS 
[8333] SET_SELL_TRIGGER,BqhMWgFe1n,OXY,145.50 
[8334] BUY,BqhMWgFe1n,DDS,83.81 
[8335] SELL,ojovZ9YLZM,AAT,623.56 
[8336] BUY,jzi5Fg2GGS,BMO,12.39 
[8337] ADD,xFrzsBbeiS,76157.88 
[8338] SET_SELL_AMOUNT,kul4JJSoHc,CNR,715.05 
[8339] COMMIT_BUY,jzi5Fg2GGS 
[8340] COMMIT_BUY,sYJRWa0Mih 
[8341] SET_BUY_AMOUNT,umhaEY4lil,SLI,684.37 
[8342] COMMIT_BUY,BqhMWgFe1n 
[8343] DISPLAY_SUMMARY,CqOb5G0hB4 
[8344] BUY,sYJRWa0Mih,FPH,679.98 
[8345] BUY,umhaEY4lil,HPK,479.89 
[8346] COMMIT_SELL,ojovZ9YLZM 
[8347] ADD,jzi5Fg2GGS,85788.78 
[8348] DISPLAY_SUMMARY,ojovZ9YLZM 
[8349] DISPLAY_SUMMARY,w69hSQMdyy 
[8350] DISPLAY_SUMMARY,umhaEY4lil 
[8351] SET_SELL_TRIGGER,xFrzsBbeiS,CNQ,70.34 
[8352] SET_SELL_AMOUNT,jzi5Fg2GGS,NRT,299.98 
[8353] CANCEL_SELL,sYJRWa0Mih 
[8354] BUY,BqhMWgFe1n,CPG,280.24 
[8355] SELL,umhaEY4lil,ZIM,465.31 
[8356] BUY,LwNQpkd8mr,IPI,391.01 
[8357] COMMIT_BUY,BqhMWgFe1n 
[8358] BUY,BqhMWgFe1n,DVN,149.25 
[8359] CANCEL_SET_SELL,jzi5Fg2GGS,NRT 
[8360] COMMIT_SELL,xFrzsBbeiS 
[8361] SET_SELL_TRIGGER,umhaEY4lil,DVN,146.49 
[8362] CANCEL_SET_SELL,w69hSQMdyy,RRC 
[8363] DISPLAY_SUMMARY,w69hSQMdyy 
[8364] COMMIT_BUY,umhaEY4lil 
[8365] CANCEL_SELL,ojovZ9YLZM 
[8366] COMMIT_BUY,LwNQpkd8mr 
[8367] ADD,umhaEY4lil,76431.76 
[8368] QUOTE,umhaEY4lil,TRP 
[8369] CANCEL_SET_SELL,w69hSQMdyy,LAC 
[8370] CANCEL_SET_SELL,jzi5Fg2GGS,AC 
[8371] BUY,sYJRWa0Mih,OXY,273.55 
[8372] DISPLAY_SUMMARY,ojovZ9YLZM 
[8373] SET_SELL_TRIGGER,kul4JJSoHc,CNR,86.22 
[8374] QUOTE,jzi5Fg2GGS,UAN 
[8375] CANCEL_SELL,sYJRWa0Mih 
[8376] BUY,sYJRWa0Mih,INO,26.20 
[8377] COMMIT_BUY,ojovZ9YLZM 
[8378] SELL,LwNQpkd8mr,AMR,427.44 
[8379] BUY,CqOb5G0hB4,BTO,195.74 
[8380] COMMIT_BUY,sYJRWa0Mih 
[8381] ADD,umhaEY4lil,89426.32 
[8382] CANCEL_BUY,BqhMWgFe1n 
[8383] CANCEL_SET_SELL,xFrzsBbeiS,AAL 
[8384] COMMIT_BUY,kul4JJSoHc 
[8385] BUY,umhaEY4lil,PDS,725.73 
[8386] BUY,BqhMWgFe1n,HBB,674.48 
[8387] ADD,xFrzsBbeiS,67209.21 
[8388] QUOTE,w69hSQMdyy,HCC 
[8389] SET_SELL_AMOUNT,CqOb5G0hB4,CNR,153.68 
[8390] BUY,umhaEY4lil,BTU,543.18 
[8391] BUY,w69hSQMdyy,HCC,60.01 
[8392] CANCEL_SET_SELL,CqOb5G0hB4,CNR 
[8393] CANCEL_SELL,sYJRWa0Mih 
[8394] COMMIT_BUY,BqhMWgFe1n 
[8395] QUOTE,sYJRWa0Mih,TD 
[8396] COMMIT_BUY,CqOb5G0hB4 
[8397] SELL,kul4JJSoHc,CLF,179.72 
[8398] CANCEL_SET_SELL,w69hSQMdyy,FPH 
[8399] SET_SELL_AMOUNT,LwNQpkd8mr,RRC,743.34 
[8400] SELL,CqOb5G0hB4,AC,132.95 
[8401] QUOTE,LwNQpkd8mr,ALK 
[8402] COMMIT_SELL,kul4JJSoHc 
[8403] BUY,umhaEY4lil,CLF,545.03 
[8404] SET_SELL_AMOUNT,jzi5Fg2GGS,AAT,402.00 
[8405] SET_BUY_TRIGGER,sYJRWa0Mih,ALK,118.15 
[8406] SET_BUY_AMOUNT,ojovZ9YLZM,CLF,706.90 
[8407] SET_BUY_TRIGGER,ojovZ9YLZM,HCC,630.66 
[8408] BUY,sYJRWa0Mih,ENB,716.33 
[8409] COMMIT_BUY,sYJRWa0Mih 
[8410] CANCEL_BUY,LwNQpkd8mr 
[8411] SET_SELL_AMOUNT,w69hSQMdyy,CPG,249.09 
[8412] QUOTE,ojovZ9YLZM,FPH 
[8413] SET_SELL_TRIGGER,w69hSQMdyy,CPG,16.94 
[8414] QUOTE,kul4JJSoHc,PDS 
[8415] QUOTE,jzi5Fg2GGS,AMD 
[8416] ADD,ojovZ9YLZM,71961.00 
[8417] SET_SELL_TRIGGER,umhaEY4lil,MVO,19.20 
[8418] COMMIT_SELL,CqOb5G0hB4 
[8419] BUY,sYJRWa0Mih,LAC,352.95 
[8420] CANCEL_SET_SELL,LwNQpkd8mr,RRC 
[8421] CANCEL_SET_SELL,umhaEY4lil,VET 
[8422] DISPLAY_SUMMARY,CqOb5G0hB4 
[8423] SELL,w69hSQMdyy,DVN,104.10 
[8424] CANCEL_SET_BUY,kul4JJSoHc,XOM 
[8425] COMMIT_SELL,w69hSQMdyy 
[8426] QUOTE,kul4JJSoHc,AC 
[8427] DISPLAY_SUMMARY,LwNQpkd8mr 
[8428] SET_BUY_TRIGGER,ojovZ9YLZM,LXU,148.45 
[8429] CANCEL_SET_SELL,kul4JJSoHc,UAN 
[8430] COMMIT_BUY,sYJRWa0Mih 
[8431] ADD,CqOb5G0hB4,60135.60 
[8432] QUOTE,CqOb5G0hB4,PFE 
[8433] BUY,w69hSQMdyy,ENB,308.34 
[8434] BUY,jzi5Fg2GGS,AMR,501.14 
[8435] COMMIT_SELL,BqhMWgFe1n 
[8436] CANCEL_SET_SELL,LwNQpkd8mr,DIS 
[8437] DISPLAY_SUMMARY,w69hSQMdyy 
[8438] SET_SELL_AMOUNT,sYJRWa0Mih,HCC,620.33 
[8439] QUOTE,LwNQpkd8mr,NRT 
[8440] SET_SELL_TRIGGER,sYJRWa0Mih,HCC,276.36 
[8441] CANCEL_SET_SELL,jzi5Fg2GGS,AAT 
[8442] BUY,umhaEY4lil,MVO,577.21 
[8443] ADD,CqOb5G0hB4,58610.99 
[8444] DISPLAY_SUMMARY,ojovZ9YLZM 
[8445] CANCEL_SELL,LwNQpkd8mr 
[8446] SET_BUY_TRIGGER,ojovZ9YLZM,QQQ,7.41 
[8447] BUY,xFrzsBbeiS,AC,167.12 
[8448] DISPLAY_SUMMARY,ojovZ9YLZM 
[8449] COMMIT_BUY,umhaEY4lil 
[8450] COMMIT_BUY,w69hSQMdyy 
[8451] COMMIT_BUY,BqhMWgFe1n 
[8452] SET_BUY_AMOUNT,umhaEY4lil,SLI,339.75 
[8453] CANCEL_SET_SELL,xFrzsBbeiS,BMO 
[8454] SET_BUY_AMOUNT,jzi5Fg2GGS,INO,355.61 
[8455] SET_BUY_TRIGGER,umhaEY4lil,HCC,121.93 
[8456] ADD,kul4JJSoHc,61072.45 
[8457] ADD,xFrzsBbeiS,82185.99 
[8458] QUOTE,xFrzsBbeiS,LXU 
[8459] BUY,CqOb5G0hB4,RRC,605.34 
[8460] CANCEL_BUY,w69hSQMdyy 
[8461] CANCEL_BUY,umhaEY4lil 
[8462] SELL,umhaEY4lil,LAC,690.03 
[8463] CANCEL_SET_BUY,ojovZ9YLZM,DVN 
[8464] QUOTE,kul4JJSoHc,XOM 
[8465] COMMIT_BUY,sYJRWa0Mih 
[8466] SET_SELL_TRIGGER,w69hSQMdyy,RY,198.35 
[8467] SET_BUY_TRIGGER,jzi5Fg2GGS,DIS,305.95 
[8468] ADD,ojovZ9YLZM,71043.11 
[8469] BUY,xFrzsBbeiS,IPI,158.81 
[8470] ADD,kul4JJSoHc,42494.69 
[8471] CANCEL_BUY,BqhMWgFe1n 
[8472] COMMIT_BUY,jzi5Fg2GGS 
[8473] CANCEL_SELL,LwNQpkd8mr 
[8474] DISPLAY_SUMMARY,LwNQpkd8mr 
[8475] QUOTE,kul4JJSoHc,UAN 
[8476] SET_SELL_AMOUNT,umhaEY4lil,AAL,66.96 
[8477] SET_BUY_AMOUNT,xFrzsBbeiS,BTO,452.96 
[8478] CANCEL_BUY,sYJRWa0Mih 
[8479] BUY,jzi5Fg2GGS,GME,481.44 
[8480] COMMIT_BUY,CqOb5G0hB4 
[8481] SET_BUY_TRIGGER,ojovZ9YLZM,AC,95.74 
[8482] CANCEL_BUY,BqhMWgFe1n 
[8483] SELL,LwNQpkd8mr,BTO,591.56 
[8484] SET_BUY_TRIGGER,xFrzsBbeiS,BTU,23.07 
[8485] COMMIT_SELL,ojovZ9YLZM 
[8486] SET_BUY_AMOUNT,jzi5Fg2GGS,AMD,632.65 
[8487] ADD,LwNQpkd8mr,97410.44 
[8488] SET_SELL_TRIGGER,umhaEY4lil,AAL,65.12 
[8489] SELL,w69hSQMdyy,FPH,230.07 
[8490] SET_BUY_TRIGGER,jzi5Fg2GGS,AAL,474.34 
[8491] BUY,LwNQpkd8mr,LAC,83.03 
[8492] BUY,CqOb5G0hB4,BMO,744.42 
[8493] QUOTE,umhaEY4lil,DVN 
[8494] COMMIT_BUY,umhaEY4lil 
[8495] SET_SELL_TRIGGER,xFrzsBbeiS,OXY,152.01 
[8496] QUOTE,sYJRWa0Mih,AC 
[8497] QUOTE,xFrzsBbeiS,TD 
[8498] SELL,umhaEY4lil,RRC,632.68 
[8499] QUOTE,kul4JJSoHc,AME 
[8500] COMMIT_SELL,w69hSQMdyy 
[8501] QUOTE,LwNQpkd8mr,PFE 
[8502] CANCEL_BUY,xFrzsBbeiS 
[8503] COMMIT_SELL,w69hSQMdyy 
[8504] BUY,LwNQpkd8mr,MVO,66.23 
[8505] CANCEL_SET_SELL,ojovZ9YLZM,PDS 
[8506] COMMIT_SELL,ojovZ9YLZM 
[8507] CANCEL_SELL,BqhMWgFe1n 
[8508] COMMIT_BUY,CqOb5G0hB4 
[8509] ADD,sYJRWa0Mih,79811.13 
[8510] CANCEL_SELL,BqhMWgFe1n 
[8511] CANCEL_BUY,umhaEY4lil 
[8512] COMMIT_BUY,ojovZ9YLZM 
[8513] CANCEL_SET_SELL,jzi5Fg2GGS,CVE 
[8514] ADD,jzi5Fg2GGS,46828.46 
[8515] DISPLAY_SUMMARY,xFrzsBbeiS 
[8516] CANCEL_BUY,w69hSQMdyy 
[8517] BUY,umhaEY4lil,BRD,229.50 
[8518] CANCEL_SELL,umhaEY4lil 
[8519] BUY,sYJRWa0Mih,DDS,660.86 
[8520] SELL,w69hSQMdyy,LAC,725.59 
[8521] BUY,kul4JJSoHc,CPG,706.78 
[8522] ADD,xFrzsBbeiS,64373.37 
[8523] DISPLAY_SUMMARY,BqhMWgFe1n 
[8524] CANCEL_SELL,sYJRWa0Mih 
[8525] CANCEL_BUY,kul4JJSoHc 
[8526] COMMIT_SELL,w69hSQMdyy 
[8527] BUY,ojovZ9YLZM,HPK,389.39 
[8528] COMMIT_BUY,ojovZ9YLZM 
[8529] DISPLAY_SUMMARY,ojovZ9YLZM 
[8530] CANCEL_SET_SELL,CqOb5G0hB4,CNQ 
[8531] COMMIT_BUY,kul4JJSoHc 
[8532] SET_SELL_AMOUNT,ojovZ9YLZM,HPK,405.01 
[8533] CANCEL_BUY,kul4JJSoHc 
[8534] QUOTE,jzi5Fg2GGS,HPK 
[8535] BUY,xFrzsBbeiS,AAT,418.53 
[8536] DISPLAY_SUMMARY,umhaEY4lil 
[8537] BUY,sYJRWa0Mih,AAT,618.43 
[8538] SET_SELL_AMOUNT,jzi5Fg2GGS,CNR,403.40 
[8539] COMMIT_SELL,kul4JJSoHc 
[8540] COMMIT_BUY,xFrzsBbeiS 
[8541] DISPLAY_SUMMARY,kul4JJSoHc 
[8542] QUOTE,umhaEY4lil,AR 
[8543] SET_SELL_TRIGGER,jzi5Fg2GGS,CNR,317.41 
[8544] BUY,BqhMWgFe1n,GME,545.05 
[8545] CANCEL_BUY,BqhMWgFe1n 
[8546] ADD,kul4JJSoHc,73115.32 
[8547] CANCEL_BUY,xFrzsBbeiS 
[8548] SET_SELL_TRIGGER,ojovZ9YLZM,HPK,144.65 
[8549] DISPLAY_SUMMARY,CqOb5G0hB4 
[8550] SELL,CqOb5G0hB4,ALK,412.33 
[8551] ADD,ojovZ9YLZM,58515.78 
[8552] COMMIT_SELL,CqOb5G0hB4 
[8553] QUOTE,ojovZ9YLZM,IPI 
[8554] BUY,umhaEY4lil,CVE,640.18 
[8555] QUOTE,kul4JJSoHc,DIS 
[8556] QUOTE,sYJRWa0Mih,ALK 
[8557] QUOTE,BqhMWgFe1n,DDS 
[8558] COMMIT_BUY,umhaEY4lil 
[8559] CANCEL_BUY,BqhMWgFe1n 
[8560] ADD,umhaEY4lil,68404.67 
[8561] BUY,kul4JJSoHc,AMR,611.01 
[8562] QUOTE,w69hSQMdyy,SLI 
[8563] SELL,xFrzsBbeiS,MVO,528.92 
[8564] ADD,CqOb5G0hB4,75081.54 
[8565] CANCEL_SET_SELL,kul4JJSoHc,ENB 
[8566] CANCEL_SELL,BqhMWgFe1n 
[8567] SELL,jzi5Fg2GGS,PFE,570.24 
[8568] QUOTE,CqOb5G0hB4,DDS 
[8569] BUY,sYJRWa0Mih,BNS,664.67 
[8570] BUY,CqOb5G0hB4,RRC,151.76 
[8571] QUOTE,CqOb5G0hB4,ALK 
[8572] BUY,ojovZ9YLZM,NIO,232.07 
[8573] BUY,sYJRWa0Mih,NRT,456.27 
[8574] SET_BUY_AMOUNT,CqOb5G0hB4,AC,6.93 
[8575] SET_BUY_AMOUNT,w69hSQMdyy,HPK,641.65 
[8576] COMMIT_BUY,ojovZ9YLZM 
[8577] CANCEL_SELL,xFrzsBbeiS 
[8578] COMMIT_SELL,jzi5Fg2GGS 
[8579] COMMIT_BUY,LwNQpkd8mr 
[8580] ADD,BqhMWgFe1n,85501.92 
[8581] SET_BUY_TRIGGER,CqOb5G0hB4,AAL,6.48 
[8582] COMMIT_BUY,sYJRWa0Mih 
[8583] QUOTE,LwNQpkd8mr,BTU 
[8584] QUOTE,BqhMWgFe1n,LXU 
[8585] QUOTE,umhaEY4lil,XOM 
[8586] QUOTE,LwNQpkd8mr,RRC 
[8587] ADD,sYJRWa0Mih,48927.66 
[8588] SET_SELL_AMOUNT,CqOb5G0hB4,CLF,48.17 
[8589] SELL,w69hSQMdyy,AC,553.29 
[8590] ADD,kul4JJSoHc,54541.45 
[8591] SET_BUY_TRIGGER,ojovZ9YLZM,NRT,189.30 
[8592] BUY,sYJRWa0Mih,DIS,680.98 
[8593] BUY,LwNQpkd8mr,CNQ,248.83 
[8594] CANCEL_SET_SELL,LwNQpkd8mr,AR 
[8595] ADD,sYJRWa0Mih,60349.42 
[8596] CANCEL_BUY,ojovZ9YLZM 
[8597] COMMIT_SELL,w69hSQMdyy 
[8598] QUOTE,sYJRWa0Mih,BTO 
[8599] QUOTE,BqhMWgFe1n,BMO 
[8600] QUOTE,jzi5Fg2GGS,AMD 
[8601] CANCEL_SET_BUY,LwNQpkd8mr,CVE 
[8602] SET_BUY_TRIGGER,xFrzsBbeiS,AMR,12.59 
[8603] BUY,umhaEY4lil,BTO,284.33 
[8604] QUOTE,jzi5Fg2GGS,VET 
[8605] SELL,kul4JJSoHc,AC,302.23 
[8606] COMMIT_BUY,umhaEY4lil 
[8607] BUY,xFrzsBbeiS,HCC,623.06 
[8608] SET_SELL_TRIGGER,sYJRWa0Mih,TD,167.87 
[8609] CANCEL_SET_BUY,kul4JJSoHc,BMO 
[8610] CANCEL_SET_SELL,w69hSQMdyy,IPI 
[8611] COMMIT_SELL,ojovZ9YLZM 
[8612] ADD,jzi5Fg2GGS,72561.80 
[8613] CANCEL_SET_SELL,ojovZ9YLZM,AME 
[8614] BUY,LwNQpkd8mr,ZIM,749.83 
[8615] DISPLAY_SUMMARY,ojovZ9YLZM 
[8616] CANCEL_SET_BUY,umhaEY4lil,DIS 
[8617] SET_BUY_AMOUNT,sYJRWa0Mih,RY,318.70 
[8618] CANCEL_SET_BUY,kul4JJSoHc,AC 
[8619] QUOTE,BqhMWgFe1n,CNQ 
[8620] COMMIT_SELL,xFrzsBbeiS 
[8621] BUY,umhaEY4lil,BTU,27.98 
[8622] ADD,kul4JJSoHc,90172.59 
[8623] SET_BUY_TRIGGER,sYJRWa0Mih,ZIM,15.08 
[8624] SELL,LwNQpkd8mr,BMO,697.37 
[8625] QUOTE,jzi5Fg2GGS,HBB 
[8626] SET_SELL_TRIGGER,kul4JJSoHc,IPI,135.72 
[8627] DISPLAY_SUMMARY,xFrzsBbeiS 
[8628] COMMIT_BUY,umhaEY4lil 
[8629] DISPLAY_SUMMARY,BqhMWgFe1n 
[8630] SELL,kul4JJSoHc,CPG,450.84 
[8631] QUOTE,kul4JJSoHc,AMR 
[8632] BUY,jzi5Fg2GGS,HCC,714.62 
[8633] COMMIT_BUY,ojovZ9YLZM 
[8634] CANCEL_SELL,w69hSQMdyy 
[8635] ADD,ojovZ9YLZM,99044.10 
[8636] BUY,kul4JJSoHc,RRC,565.06 
[8637] ADD,xFrzsBbeiS,81120.04 
[8638] CANCEL_SELL,xFrzsBbeiS 
[8639] QUOTE,sYJRWa0Mih,BTO 
[8640] CANCEL_BUY,xFrzsBbeiS 
[8641] ADD,BqhMWgFe1n,82179.69 
[8642] CANCEL_BUY,umhaEY4lil 
[8643] SET_SELL_TRIGGER,sYJRWa0Mih,OXY,126.80 
[8644] SET_SELL_TRIGGER,CqOb5G0hB4,CLF,21.21 
[8645] COMMIT_SELL,w69hSQMdyy 
[8646] COMMIT_SELL,umhaEY4lil 
[8647] SET_BUY_TRIGGER,CqOb5G0hB4,CNQ,11.79 
[8648] DISPLAY_SUMMARY,xFrzsBbeiS 
[8649] QUOTE,ojovZ9YLZM,QQQ 
[8650] BUY,w69hSQMdyy,DVN,502.94 
[8651] ADD,xFrzsBbeiS,67857.87 
[8652] SET_SELL_TRIGGER,w69hSQMdyy,AMD,46.44 
[8653] SET_BUY_AMOUNT,w69hSQMdyy,CLF,285.98 
[8654] BUY,xFrzsBbeiS,UAN,208.71 
[8655] CANCEL_BUY,ojovZ9YLZM 
[8656] QUOTE,xFrzsBbeiS,RRC 
[8657] CANCEL_SET_SELL,umhaEY4lil,DIS 
[8658] SELL,sYJRWa0Mih,CVE,551.36 
[8659] DISPLAY_SUMMARY,xFrzsBbeiS 
[8660] DISPLAY_SUMMARY,umhaEY4lil 
[8661] ADD,xFrzsBbeiS,68502.12 
[8662] BUY,umhaEY4lil,TD,26.67 
[8663] CANCEL_BUY,CqOb5G0hB4 
[8664] SET_BUY_TRIGGER,w69hSQMdyy,LAC,215.17 
[8665] QUOTE,xFrzsBbeiS,AMR 
[8666] DISPLAY_SUMMARY,ojovZ9YLZM 
[8667] COMMIT_BUY,umhaEY4lil 
[8668] SELL,CqOb5G0hB4,CVE,256.43 
[8669] COMMIT_SELL,sYJRWa0Mih 
[8670] BUY,BqhMWgFe1n,VET,325.69 
[8671] CANCEL_BUY,xFrzsBbeiS 
[8672] CANCEL_BUY,BqhMWgFe1n 
[8673] CANCEL_SELL,sYJRWa0Mih 
[8674] COMMIT_SELL,jzi5Fg2GGS 
[8675] QUOTE,LwNQpkd8mr,AAT 
[8676] COMMIT_SELL,CqOb5G0hB4 
[8677] CANCEL_BUY,kul4JJSoHc 
[8678] SELL,xFrzsBbeiS,AR,463.70 
[8679] COMMIT_BUY,BqhMWgFe1n 
[8680] CANCEL_BUY,LwNQpkd8mr 
[8681] SELL,CqOb5G0hB4,CNR,708.93 
[8682] DISPLAY_SUMMARY,jzi5Fg2GGS 
[8683] BUY,BqhMWgFe1n,DIS,398.90 
[8684] CANCEL_SELL,BqhMWgFe1n 
[8685] COMMIT_BUY,sYJRWa0Mih 
[8686] ADD,w69hSQMdyy,57998.03 
[8687] CANCEL_BUY,jzi5Fg2GGS 
[8688] SELL,jzi5Fg2GGS,OXY,74.06 
[8689] COMMIT_SELL,CqOb5G0hB4 
[8690] QUOTE,umhaEY4lil,PFE 
[8691] CANCEL_SELL,LwNQpkd8mr 
[8692] DISPLAY_SUMMARY,xFrzsBbeiS 
[8693] SET_BUY_AMOUNT,xFrzsBbeiS,SLI,304.43 
[8694] CANCEL_SET_BUY,BqhMWgFe1n,HBB 
[8695] SET_BUY_TRIGGER,kul4JJSoHc,TD,53.22 
[8696] BUY,w69hSQMdyy,AMD,204.75 
[8697] BUY,sYJRWa0Mih,DVN,228.55 
[8698] CANCEL_BUY,jzi5Fg2GGS 
[8699] SET_BUY_TRIGGER,xFrzsBbeiS,TD,177.35 
[8700] BUY,CqOb5G0hB4,BTO,592.75 
[8701] COMMIT_SELL,LwNQpkd8mr 
[8702] COMMIT_SELL,w69hSQMdyy 
[8703] SELL,LwNQpkd8mr,NIO,627.72 
[8704] QUOTE,umhaEY4lil,LAC 
[8705] SET_SELL_TRIGGER,ojovZ9YLZM,DDS,164.91 
[8706] SELL,ojovZ9YLZM,AMD,353.09 
[8707] COMMIT_BUY,sYJRWa0Mih 
[8708] COMMIT_SELL,jzi5Fg2GGS 
[8709] SELL,xFrzsBbeiS,DIS,252.12 
[8710] QUOTE,umhaEY4lil,LAC 
[8711] COMMIT_SELL,BqhMWgFe1n 
[8712] CANCEL_SET_SELL,w69hSQMdyy,SLI 
[8713] COMMIT_BUY,ojovZ9YLZM 
[8714] COMMIT_BUY,xFrzsBbeiS 
[8715] COMMIT_BUY,BqhMWgFe1n 
[8716] COMMIT_BUY,CqOb5G0hB4 
[8717] QUOTE,jzi5Fg2GGS,DVN 
