[1] ADD,umhaEY4lil,91628.00 
[1487] SELL,BqhMWgFe1n,RRC,617.99 
[1488] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1489] BUY,umhaEY4lil,BNS,137.86 
[1490] DISPLAY_SUMMARY,sYJRWa0Mih 
[1491] COMMIT_SELL,kul4JJSoHc 
[1492] QUOTE,kul4JJSoHc,VET 
[1493] SELL,w69hSQMdyy,DVN,451.79 
[1494] SELL,w69hSQMdyy,NIO,556.85 
[1495] BUY,CqOb5G0hB4,SLI,22.34 
[1496] ADD,xFrzsBbeiS,61261.96 
[1497] CANCEL_SET_BUY,jzi5Fg2GGS,BTU 
[1498] QUOTE,CqOb5G0hB4,PFE 
[1499] CANCEL_SET_BUY,kul4JJSoHc,QQQ 
[1500] COMMIT_SELL,w69hSQMdyy 
[1501] ADD,kul4JJSoHc,56554.78 
[1502] QUOTE,kul4JJSoHc,XOM 
[1503] BUY,xFrzsBbeiS,GME,310.79 
[1504] ADD,jzi5Fg2GGS,73729.02 
[1505] COMMIT_BUY,umhaEY4lil 
[1506] BUY,jzi5Fg2GGS,FPH,348.56 
[1507] SET_BUY_AMOUNT,ojovZ9YLZM,SLI,712.69 
[1508] ADD,umhaEY4lil,47655.05 
[1509] QUOTE,umhaEY4lil,SU 
[1510] COMMIT_SELL,LwNQpkd8mr 
[1511] COMMIT_SELL,BqhMWgFe1n 
[1512] COMMIT_BUY,w69hSQMdyy 
[1513] SELL,CqOb5G0hB4,NRT,670.09 
[1514] ADD,w69hSQMdyy,74702.63 
[1515] CANCEL_BUY,sYJRWa0Mih 
[1516] SET_BUY_TRIGGER,jzi5Fg2GGS,INO,108.30 
[1517] COMMIT_BUY,w69hSQMdyy 
[1518] COMMIT_SELL,CqOb5G0hB4 
[1519] ADD,LwNQpkd8mr,39623.73 
[1520] SET_BUY_AMOUNT,kul4JJSoHc,RRC,551.93 
[1521] SELL,sYJRWa0Mih,NIO,533.98 
[1522] CANCEL_SET_BUY,ojovZ9YLZM,RRC 
[1523] COMMIT_SELL,CqOb5G0hB4 
[1524] ADD,ojovZ9YLZM,77934.85 
[1525] CANCEL_SET_BUY,jzi5Fg2GGS,VET 
[1526] BUY,ojovZ9YLZM,LAC,316.06 
[1527] BUY,jzi5Fg2GGS,SU,168.78 
[1528] QUOTE,LwNQpkd8mr,XOM 
[1529] SET_BUY_TRIGGER,kul4JJSoHc,NRT,221.91 
[1530] QUOTE,w69hSQMdyy,AAT 
[1531] COMMIT_BUY,ojovZ9YLZM 
[1532] CANCEL_BUY,ojovZ9YLZM 
[1533] BUY,kul4JJSoHc,AAL,408.98 
[1534] QUOTE,ojovZ9YLZM,RRC 
[1535] SET_BUY_TRIGGER,CqOb5G0hB4,TD,126.72 
[1536] SELL,BqhMWgFe1n,AAL,249.55 
[1537] QUOTE,w69hSQMdyy,HBB 
[1538] SELL,LwNQpkd8mr,AAL,704.71 
[1539] CANCEL_SELL,BqhMWgFe1n 
[1540] CANCEL_BUY,kul4JJSoHc 
[1541] QUOTE,ojovZ9YLZM,CLF 
[1542] QUOTE,ojovZ9YLZM,AMR 
[1543] CANCEL_SELL,sYJRWa0Mih 
[1544] CANCEL_SET_BUY,sYJRWa0Mih,INO 
[1545] BUY,CqOb5G0hB4,HPK,495.38 
[1546] QUOTE,ojovZ9YLZM,PDS 
[1547] CANCEL_SELL,kul4JJSoHc 
[1548] BUY,umhaEY4lil,CPG,227.51 
[1549] BUY,w69hSQMdyy,CNR,355.64 
[1550] COMMIT_BUY,CqOb5G0hB4 
[1551] DISPLAY_SUMMARY,CqOb5G0hB4 
[1552] COMMIT_BUY,w69hSQMdyy 
[1553] QUOTE,kul4JJSoHc,NRT 
[1554] COMMIT_BUY,umhaEY4lil 
[1555] COMMIT_SELL,w69hSQMdyy 
[1556] BUY,CqOb5G0hB4,HPK,428.29 
[1557] CANCEL_SET_BUY,jzi5Fg2GGS,SLI 
[1558] SELL,BqhMWgFe1n,AAL,329.39 
[1559] DISPLAY_SUMMARY,w69hSQMdyy 
[1560] BUY,kul4JJSoHc,DIS,393.92 
[1561] COMMIT_BUY,sYJRWa0Mih 
[1562] CANCEL_SET_BUY,kul4JJSoHc,BMO 
[1563] BUY,kul4JJSoHc,CLF,700.96 
[1564] BUY,ojovZ9YLZM,VET,401.23 
[1565] SET_SELL_TRIGGER,w69hSQMdyy,NIO,152.64 
[1566] QUOTE,w69hSQMdyy,HPK 
[1567] CANCEL_BUY,CqOb5G0hB4 
[1568] BUY,w69hSQMdyy,CNQ,125.85 
[1569] COMMIT_SELL,LwNQpkd8mr 
[1570] COMMIT_BUY,ojovZ9YLZM 
[1571] ADD,sYJRWa0Mih,75152.06 
[1572] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1573] QUOTE,ojovZ9YLZM,ENB 
[1574] ADD,jzi5Fg2GGS,81372.89 
[1575] COMMIT_BUY,w69hSQMdyy 
[1576] CANCEL_BUY,sYJRWa0Mih 
[1577] ADD,CqOb5G0hB4,59620.90 
[1578] SET_BUY_AMOUNT,kul4JJSoHc,DIS,418.65 
[1579] BUY,CqOb5G0hB4,AME,599.95 
[1580] SELL,sYJRWa0Mih,RRC,254.53 
[1581] COMMIT_BUY,umhaEY4lil 
[1582] ADD,CqOb5G0hB4,80202.68 
[1583] BUY,umhaEY4lil,TRP,676.29 
[1584] QUOTE,BqhMWgFe1n,ZIM 
[1585] COMMIT_SELL,sYJRWa0Mih 
[1586] DISPLAY_SUMMARY,sYJRWa0Mih 
[1587] SELL,LwNQpkd8mr,AC,688.57 
[1588] CANCEL_SET_SELL,w69hSQMdyy,TD 
[1589] QUOTE,ojovZ9YLZM,ABB 
[1590] BUY,jzi5Fg2GGS,NIO,241.56 
[1591] QUOTE,BqhMWgFe1n,AC 
[1592] QUOTE,w69hSQMdyy,AAL 
[1593] COMMIT_SELL,xFrzsBbeiS 
[1594] SET_SELL_TRIGGER,umhaEY4lil,SLI,180.17 
[1595] BUY,CqOb5G0hB4,HBB,655.38 
[1596] COMMIT_BUY,jzi5Fg2GGS 
[1597] DISPLAY_SUMMARY,sYJRWa0Mih 
[1598] SET_BUY_TRIGGER,jzi5Fg2GGS,CLF,190.16 
[1599] BUY,ojovZ9YLZM,NRT,136.44 
[1600] COMMIT_BUY,jzi5Fg2GGS 
[1601] COMMIT_BUY,CqOb5G0hB4 
[1602] CANCEL_SET_SELL,LwNQpkd8mr,ZIM 
[1603] COMMIT_SELL,sYJRWa0Mih 
[1604] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1605] DISPLAY_SUMMARY,CqOb5G0hB4 
[1606] SET_SELL_AMOUNT,CqOb5G0hB4,ZIM,244.37 
[1607] BUY,BqhMWgFe1n,TD,746.88 
[1608] COMMIT_BUY,BqhMWgFe1n 
[1609] QUOTE,umhaEY4lil,MVO 
[1610] SET_BUY_TRIGGER,kul4JJSoHc,CNQ,19.10 
[1611] BUY,CqOb5G0hB4,CNR,142.31 
[1612] ADD,BqhMWgFe1n,53911.88 
[1613] BUY,LwNQpkd8mr,DVN,66.11 
[1614] SELL,xFrzsBbeiS,ZIM,443.39 
[1615] COMMIT_BUY,ojovZ9YLZM 
[1616] COMMIT_SELL,xFrzsBbeiS 
[1617] BUY,umhaEY4lil,FPH,565.78 
[1618] COMMIT_BUY,CqOb5G0hB4 
[1619] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1620] COMMIT_BUY,LwNQpkd8mr 
[1621] SELL,jzi5Fg2GGS,CPG,476.48 
[1622] COMMIT_SELL,jzi5Fg2GGS 
[1623] CANCEL_SET_SELL,jzi5Fg2GGS,AMR 
[1624] QUOTE,xFrzsBbeiS,TD 
[1625] BUY,LwNQpkd8mr,CLF,397.68 
[1626] DISPLAY_SUMMARY,CqOb5G0hB4 
[1627] CANCEL_SET_SELL,w69hSQMdyy,TD 
[1628] SELL,kul4JJSoHc,RRC,645.22 
[1629] DISPLAY_SUMMARY,umhaEY4lil 
[1630] COMMIT_BUY,LwNQpkd8mr 
[1631] CANCEL_SET_SELL,sYJRWa0Mih,OXY 
[1632] DISPLAY_SUMMARY,umhaEY4lil 
[1633] ADD,umhaEY4lil,83496.58 
[1634] CANCEL_SET_BUY,ojovZ9YLZM,BRD 
[1635] COMMIT_SELL,kul4JJSoHc 
[1636] SET_SELL_AMOUNT,jzi5Fg2GGS,HCC,366.41 
[1637] CANCEL_SET_BUY,ojovZ9YLZM,LAC 
[1638] CANCEL_BUY,CqOb5G0hB4 
[1639] CANCEL_SET_SELL,CqOb5G0hB4,ZIM 
[1640] BUY,sYJRWa0Mih,ALK,27.05 
[1641] QUOTE,BqhMWgFe1n,IPI 
[1642] ADD,xFrzsBbeiS,38153.61 
[1643] BUY,sYJRWa0Mih,BRD,178.45 
[1644] COMMIT_SELL,kul4JJSoHc 
[1645] CANCEL_SELL,LwNQpkd8mr 
[1646] QUOTE,kul4JJSoHc,NRT 
[1647] COMMIT_SELL,w69hSQMdyy 
[1648] QUOTE,kul4JJSoHc,XOM 
[1649] QUOTE,LwNQpkd8mr,IPI 
[1650] CANCEL_SELL,LwNQpkd8mr 
[1651] SET_BUY_TRIGGER,CqOb5G0hB4,AME,66.35 
[1652] SET_SELL_AMOUNT,ojovZ9YLZM,CLF,493.88 
[1653] BUY,xFrzsBbeiS,LAC,339.88 
[1654] DISPLAY_SUMMARY,sYJRWa0Mih 
[1655] COMMIT_BUY,sYJRWa0Mih 
[1656] SET_SELL_AMOUNT,w69hSQMdyy,CNR,31.53 
[1657] CANCEL_BUY,sYJRWa0Mih 
[1658] CANCEL_SET_SELL,LwNQpkd8mr,ALK 
[1659] ADD,CqOb5G0hB4,74270.68 
[1660] SET_SELL_TRIGGER,jzi5Fg2GGS,HCC,73.24 
[1661] BUY,jzi5Fg2GGS,TD,374.27 
[1662] BUY,BqhMWgFe1n,VET,309.08 
[1663] SET_SELL_TRIGGER,w69hSQMdyy,CNR,2.96 
[1664] SET_SELL_TRIGGER,ojovZ9YLZM,CLF,34.62 
[1665] CANCEL_SET_BUY,BqhMWgFe1n,MVO 
[1666] CANCEL_SET_BUY,kul4JJSoHc,AMD 
[1667] SET_BUY_AMOUNT,ojovZ9YLZM,SLI,373.59 
[1668] SET_SELL_AMOUNT,umhaEY4lil,DVN,170.55 
[1669] SET_SELL_TRIGGER,kul4JJSoHc,BNS,166.80 
[1670] QUOTE,CqOb5G0hB4,GME 
[1671] CANCEL_SELL,sYJRWa0Mih 
[1672] COMMIT_BUY,xFrzsBbeiS 
[1673] BUY,kul4JJSoHc,DDS,533.66 
[1674] COMMIT_BUY,kul4JJSoHc 
[1675] COMMIT_BUY,jzi5Fg2GGS 
[1676] QUOTE,w69hSQMdyy,INO 
[1677] SET_SELL_TRIGGER,umhaEY4lil,DVN,118.54 
[1678] CANCEL_BUY,LwNQpkd8mr 
[1679] BUY,CqOb5G0hB4,BTU,176.47 
[1680] SET_BUY_TRIGGER,xFrzsBbeiS,CNQ,57.68 
[1681] COMMIT_SELL,kul4JJSoHc 
[1682] QUOTE,BqhMWgFe1n,IPI 
[1683] COMMIT_BUY,umhaEY4lil 
[1684] CANCEL_SET_BUY,xFrzsBbeiS,LAC 
[1685] COMMIT_SELL,xFrzsBbeiS 
[1686] CANCEL_BUY,xFrzsBbeiS 
[1687] SET_BUY_TRIGGER,ojovZ9YLZM,VET,296.40 
[1688] ADD,xFrzsBbeiS,59000.16 
[1689] CANCEL_BUY,umhaEY4lil 
[1690] BUY,w69hSQMdyy,MVO,574.39 
[1691] QUOTE,CqOb5G0hB4,DDS 
[1692] QUOTE,xFrzsBbeiS,OXY 
[1693] SELL,sYJRWa0Mih,NRT,675.01 
[1694] CANCEL_SELL,sYJRWa0Mih 
[1695] CANCEL_SELL,ojovZ9YLZM 
[1696] ADD,umhaEY4lil,58399.37 
[1697] QUOTE,umhaEY4lil,HBB 
[1698] ADD,LwNQpkd8mr,72277.63 
[1699] BUY,umhaEY4lil,BNS,647.48 
[1700] CANCEL_SELL,sYJRWa0Mih 
[1701] CANCEL_SET_SELL,xFrzsBbeiS,IPI 
[1702] SET_SELL_AMOUNT,w69hSQMdyy,PDS,225.69 
[1703] SET_BUY_TRIGGER,jzi5Fg2GGS,AR,150.61 
[1704] COMMIT_BUY,BqhMWgFe1n 
[1705] ADD,sYJRWa0Mih,64947.35 
[1706] SET_BUY_AMOUNT,sYJRWa0Mih,NRT,102.85 
[1707] CANCEL_SET_SELL,umhaEY4lil,MVO 
[1708] CANCEL_SET_BUY,jzi5Fg2GGS,BNS 
[1709] DISPLAY_SUMMARY,ojovZ9YLZM 
[1710] SET_BUY_TRIGGER,CqOb5G0hB4,CPG,158.26 
[1711] CANCEL_SET_SELL,kul4JJSoHc,DDS 
[1712] CANCEL_SET_BUY,umhaEY4lil,BRD 
[1713] CANCEL_SET_BUY,ojovZ9YLZM,AAT 
[1714] COMMIT_BUY,ojovZ9YLZM 
[1715] CANCEL_SET_BUY,ojovZ9YLZM,AR 
[1716] ADD,kul4JJSoHc,84561.41 
[1717] SET_BUY_TRIGGER,sYJRWa0Mih,TD,14.70 
[1718] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1719] DISPLAY_SUMMARY,ojovZ9YLZM 
[1720] SELL,sYJRWa0Mih,CLF,417.43 
[1721] CANCEL_SET_SELL,w69hSQMdyy,PDS 
[1722] BUY,w69hSQMdyy,LXU,13.69 
[1723] SELL,umhaEY4lil,AAL,343.68 
[1724] CANCEL_SET_BUY,xFrzsBbeiS,IPI 
[1725] SELL,xFrzsBbeiS,ZIM,565.41 
[1726] COMMIT_SELL,xFrzsBbeiS 
[1727] QUOTE,kul4JJSoHc,AC 
[1728] BUY,LwNQpkd8mr,AAT,671.27 
[1729] CANCEL_SET_BUY,jzi5Fg2GGS,TRP 
[1730] SELL,xFrzsBbeiS,AMR,0.43 
[1731] COMMIT_BUY,xFrzsBbeiS 
[1732] CANCEL_SELL,jzi5Fg2GGS 
[1733] CANCEL_SET_BUY,BqhMWgFe1n,CNQ 
[1734] SET_SELL_TRIGGER,xFrzsBbeiS,HPK,38.16 
[1735] BUY,kul4JJSoHc,NRT,525.24 
[1736] COMMIT_BUY,w69hSQMdyy 
[1737] ADD,CqOb5G0hB4,68391.45 
[1738] COMMIT_BUY,kul4JJSoHc 
[1739] CANCEL_SELL,kul4JJSoHc 
[1740] CANCEL_SELL,ojovZ9YLZM 
[1741] BUY,umhaEY4lil,ALK,568.91 
[1742] DISPLAY_SUMMARY,kul4JJSoHc 
[1743] QUOTE,jzi5Fg2GGS,OXY 
[1744] DISPLAY_SUMMARY,BqhMWgFe1n 
[1745] COMMIT_SELL,BqhMWgFe1n 
[1746] BUY,CqOb5G0hB4,ABB,199.39 
[1747] SET_BUY_TRIGGER,ojovZ9YLZM,CNR,192.58 
[1748] COMMIT_BUY,w69hSQMdyy 
[1749] DISPLAY_SUMMARY,xFrzsBbeiS 
[1750] BUY,jzi5Fg2GGS,HCC,32.16 
[1751] COMMIT_BUY,CqOb5G0hB4 
[1752] SELL,kul4JJSoHc,ZIM,538.98 
[1753] COMMIT_BUY,BqhMWgFe1n 
[1754] CANCEL_SELL,kul4JJSoHc 
[1755] ADD,ojovZ9YLZM,85202.38 
[1756] COMMIT_BUY,w69hSQMdyy 
[1757] BUY,sYJRWa0Mih,CNR,32.01 
[1758] QUOTE,w69hSQMdyy,INO 
[1759] SET_BUY_AMOUNT,ojovZ9YLZM,CNR,565.32 
[1760] ADD,sYJRWa0Mih,62869.80 
[1761] DISPLAY_SUMMARY,CqOb5G0hB4 
[1762] QUOTE,w69hSQMdyy,LXU 
[1763] SET_BUY_TRIGGER,umhaEY4lil,BMO,142.24 
[1764] SET_BUY_TRIGGER,ojovZ9YLZM,ENB,9.79 
[1765] BUY,ojovZ9YLZM,BNS,564.93 
[1766] CANCEL_BUY,jzi5Fg2GGS 
[1767] SET_SELL_TRIGGER,ojovZ9YLZM,ENB,90.24 
[1768] QUOTE,w69hSQMdyy,UAN 
[1769] COMMIT_BUY,LwNQpkd8mr 
[1770] SELL,kul4JJSoHc,RRC,79.42 
[1771] ADD,umhaEY4lil,71034.22 
[1772] SELL,CqOb5G0hB4,NRT,280.46 
[1773] ADD,ojovZ9YLZM,75978.88 
[1774] COMMIT_BUY,ojovZ9YLZM 
[1775] SET_BUY_AMOUNT,ojovZ9YLZM,DDS,440.95 
[1776] QUOTE,w69hSQMdyy,VET 
[1777] QUOTE,umhaEY4lil,HPK 
[1778] COMMIT_SELL,kul4JJSoHc 
[1779] ADD,w69hSQMdyy,86744.89 
[1780] BUY,LwNQpkd8mr,TD,209.29 
[1781] SET_BUY_TRIGGER,ojovZ9YLZM,TRP,99.52 
[1782] BUY,ojovZ9YLZM,DVN,625.05 
[1783] DISPLAY_SUMMARY,kul4JJSoHc 
[1784] COMMIT_BUY,LwNQpkd8mr 
[1785] SET_BUY_AMOUNT,umhaEY4lil,ZIM,238.62 
[1786] BUY,w69hSQMdyy,FPH,395.01 
[1787] COMMIT_BUY,ojovZ9YLZM 
[1788] COMMIT_BUY,w69hSQMdyy 
[1789] BUY,umhaEY4lil,BMO,406.95 
[1790] QUOTE,w69hSQMdyy,UAN 
[1791] COMMIT_BUY,umhaEY4lil 
[1792] CANCEL_BUY,xFrzsBbeiS 
[1793] DISPLAY_SUMMARY,umhaEY4lil 
[1794] ADD,LwNQpkd8mr,79306.77 
[1795] COMMIT_SELL,sYJRWa0Mih 
[1796] ADD,BqhMWgFe1n,65684.88 
[1797] CANCEL_SET_BUY,CqOb5G0hB4,UAN 
[1798] CANCEL_SELL,kul4JJSoHc 
[1799] SET_SELL_TRIGGER,CqOb5G0hB4,CNQ,22.08 
[1800] QUOTE,LwNQpkd8mr,LXU 
[1801] COMMIT_SELL,xFrzsBbeiS 
[1802] COMMIT_BUY,kul4JJSoHc 
[1803] SELL,xFrzsBbeiS,AAL,273.75 
[1804] COMMIT_SELL,xFrzsBbeiS 
[1805] COMMIT_SELL,jzi5Fg2GGS 
[1806] DISPLAY_SUMMARY,sYJRWa0Mih 
[1807] QUOTE,w69hSQMdyy,RY 
[1808] SET_SELL_TRIGGER,xFrzsBbeiS,ALK,172.35 
[1809] QUOTE,BqhMWgFe1n,HPK 
[1810] ADD,sYJRWa0Mih,49423.40 
[1811] SELL,kul4JJSoHc,AMR,537.45 
[1812] QUOTE,umhaEY4lil,AAL 
[1813] BUY,sYJRWa0Mih,DDS,481.58 
[1814] BUY,CqOb5G0hB4,LAC,117.64 
[1815] QUOTE,LwNQpkd8mr,LXU 
[1816] QUOTE,w69hSQMdyy,LAC 
[1817] CANCEL_SET_SELL,BqhMWgFe1n,PDS 
[1818] COMMIT_BUY,BqhMWgFe1n 
[1819] QUOTE,BqhMWgFe1n,PDS 
[1820] COMMIT_BUY,jzi5Fg2GGS 
[1821] DISPLAY_SUMMARY,jzi5Fg2GGS 
[1822] CANCEL_SET_BUY,ojovZ9YLZM,LAC 
[1823] DISPLAY_SUMMARY,w69hSQMdyy 
[1824] CANCEL_BUY,ojovZ9YLZM 
[1825] COMMIT_SELL,kul4JJSoHc 
[1826] ADD,umhaEY4lil,59711.97 
[1827] BUY,ojovZ9YLZM,CLF,256.26 
[1828] SELL,xFrzsBbeiS,ZIM,83.30 
[1829] SET_SELL_TRIGGER,CqOb5G0hB4,NIO,112.51 
[1830] COMMIT_SELL,xFrzsBbeiS 
[1831] SELL,xFrzsBbeiS,AAL,698.35 
[1832] QUOTE,jzi5Fg2GGS,CVE 
[1833] DISPLAY_SUMMARY,LwNQpkd8mr 
[1834] CANCEL_SET_SELL,xFrzsBbeiS,BNS 
[1835] CANCEL_SET_SELL,LwNQpkd8mr,CLF 
[1836] BUY,umhaEY4lil,ALK,547.43 
[1837] SELL,xFrzsBbeiS,DIS,549.76 
[1838] SET_BUY_AMOUNT,umhaEY4lil,AMR,44.37 
[1839] SET_SELL_TRIGGER,w69hSQMdyy,BTO,162.77 
[1840] CANCEL_SET_BUY,ojovZ9YLZM,VET 
[1841] CANCEL_SET_BUY,jzi5Fg2GGS,AAL 
[1842] CANCEL_BUY,CqOb5G0hB4 
[1843] ADD,LwNQpkd8mr,74975.27 
[1844] DISPLAY_SUMMARY,LwNQpkd8mr 
[1845] CANCEL_SET_BUY,LwNQpkd8mr,CPG 
[1846] ADD,LwNQpkd8mr,55034.17 
[1847] CANCEL_SET_SELL,w69hSQMdyy,PDS 
[1848] BUY,LwNQpkd8mr,HPK,195.49 
[1849] BUY,CqOb5G0hB4,HPK,451.61 
[1850] COMMIT_BUY,LwNQpkd8mr 
[1851] COMMIT_SELL,kul4JJSoHc 
[1852] QUOTE,ojovZ9YLZM,GME 
[1853] QUOTE,BqhMWgFe1n,TRP 
[1854] CANCEL_SET_SELL,BqhMWgFe1n,BTO 
[1855] COMMIT_BUY,sYJRWa0Mih 
[1856] ADD,ojovZ9YLZM,74371.27 
[1857] QUOTE,ojovZ9YLZM,CLF 
[1858] ADD,xFrzsBbeiS,86606.18 
[1859] BUY,ojovZ9YLZM,HPK,568.81 
[1860] CANCEL_SET_BUY,jzi5Fg2GGS,DVN 
[1861] SELL,w69hSQMdyy,AMR,41.20 
[1862] CANCEL_SELL,w69hSQMdyy 
[1863] COMMIT_BUY,CqOb5G0hB4 
[1864] COMMIT_BUY,ojovZ9YLZM 
[1865] COMMIT_SELL,w69hSQMdyy 
[1866] BUY,xFrzsBbeiS,NRT,635.12 
[1867] COMMIT_BUY,xFrzsBbeiS 
[1868] DISPLAY_SUMMARY,CqOb5G0hB4 
[1869] DISPLAY_SUMMARY,LwNQpkd8mr 
[1870] SET_BUY_AMOUNT,BqhMWgFe1n,NIO,31.09 
[1871] SET_SELL_AMOUNT,jzi5Fg2GGS,AC,164.37 
[1872] COMMIT_SELL,w69hSQMdyy 
[1873] BUY,jzi5Fg2GGS,BMO,438.48 
[1874] SET_BUY_TRIGGER,BqhMWgFe1n,XOM,29.09 
[1875] SET_BUY_TRIGGER,umhaEY4lil,BMO,40.97 
[1876] QUOTE,BqhMWgFe1n,CPG 
[1877] COMMIT_BUY,kul4JJSoHc 
[1878] ADD,w69hSQMdyy,73674.38 
[1879] SET_SELL_TRIGGER,sYJRWa0Mih,AAT,86.78 
[1880] SELL,kul4JJSoHc,AMR,362.23 
[1881] QUOTE,w69hSQMdyy,AC 
[1882] COMMIT_SELL,CqOb5G0hB4 
[1883] COMMIT_SELL,kul4JJSoHc 
[1884] SET_SELL_TRIGGER,CqOb5G0hB4,TRP,66.42 
[1885] QUOTE,ojovZ9YLZM,UAN 
[1886] ADD,BqhMWgFe1n,72474.64 
[1887] DISPLAY_SUMMARY,kul4JJSoHc 
[1888] SET_SELL_TRIGGER,ojovZ9YLZM,HPK,169.80 
[1889] SELL,ojovZ9YLZM,HCC,160.59 
[1890] COMMIT_BUY,jzi5Fg2GGS 
[1891] SELL,xFrzsBbeiS,ZIM,501.04 
[1892] COMMIT_BUY,kul4JJSoHc 
[1893] SET_BUY_TRIGGER,ojovZ9YLZM,RY,80.12 
[1894] COMMIT_SELL,xFrzsBbeiS 
[1895] SELL,xFrzsBbeiS,RRC,621.11 
[1896] COMMIT_SELL,xFrzsBbeiS 
[1897] SELL,kul4JJSoHc,AAL,650.91 
[1898] CANCEL_SELL,xFrzsBbeiS 
[1899] CANCEL_BUY,CqOb5G0hB4 
[1900] COMMIT_BUY,ojovZ9YLZM 
[1901] CANCEL_SET_BUY,umhaEY4lil,TD 
[1902] DISPLAY_SUMMARY,ojovZ9YLZM 
[1903] COMMIT_BUY,CqOb5G0hB4 
[1904] DISPLAY_SUMMARY,ojovZ9YLZM 
[1905] ADD,jzi5Fg2GGS,76093.47 
[1906] QUOTE,sYJRWa0Mih,ENB 
[1907] CANCEL_SET_SELL,ojovZ9YLZM,GME 
[1908] ADD,xFrzsBbeiS,88239.72 
[1909] BUY,w69hSQMdyy,CNQ,153.12 
[1910] SELL,LwNQpkd8mr,DIS,361.35 
[1911] BUY,jzi5Fg2GGS,AMD,430.77 
[1912] COMMIT_BUY,LwNQpkd8mr 
[1913] QUOTE,BqhMWgFe1n,DIS 
[1914] ADD,umhaEY4lil,91726.37 
[1915] QUOTE,kul4JJSoHc,DDS 
[1916] BUY,BqhMWgFe1n,VET,207.27 
[1917] SELL,CqOb5G0hB4,AMD,430.91 
[1918] DISPLAY_SUMMARY,sYJRWa0Mih 
[1919] SET_SELL_TRIGGER,LwNQpkd8mr,SU,153.06 
[1920] COMMIT_SELL,jzi5Fg2GGS 
[1921] DISPLAY_SUMMARY,sYJRWa0Mih 
[1922] CANCEL_BUY,w69hSQMdyy 
[1923] BUY,umhaEY4lil,UAN,289.39 
[1924] ADD,ojovZ9YLZM,54622.94 
[1925] DISPLAY_SUMMARY,w69hSQMdyy 
[1926] BUY,xFrzsBbeiS,AR,3.50 
[1927] CANCEL_BUY,w69hSQMdyy 
[1928] CANCEL_SET_BUY,w69hSQMdyy,GME 
[1929] COMMIT_SELL,sYJRWa0Mih 
[1930] CANCEL_SELL,umhaEY4lil 
[1931] ADD,kul4JJSoHc,73081.27 
[1932] BUY,LwNQpkd8mr,BTU,430.23 
[1933] COMMIT_BUY,BqhMWgFe1n 
[1934] ADD,umhaEY4lil,78833.23 
[1935] SELL,w69hSQMdyy,OXY,70.44 
[1936] CANCEL_SELL,jzi5Fg2GGS 
[1937] QUOTE,jzi5Fg2GGS,AAT 
[1938] COMMIT_BUY,LwNQpkd8mr 
[1939] QUOTE,ojovZ9YLZM,CNQ 
[1940] COMMIT_SELL,w69hSQMdyy 
[1941] SELL,BqhMWgFe1n,NIO,142.42 
[1942] QUOTE,sYJRWa0Mih,CNR 
[1943] BUY,umhaEY4lil,SLI,612.08 
[1944] SET_BUY_TRIGGER,LwNQpkd8mr,RRC,178.03 
[1945] SET_SELL_AMOUNT,jzi5Fg2GGS,SLI,228.38 
[1946] SET_BUY_AMOUNT,umhaEY4lil,AAL,19.60 
[1947] QUOTE,LwNQpkd8mr,GME 
[1948] BUY,jzi5Fg2GGS,ALK,246.35 
[1949] QUOTE,sYJRWa0Mih,LXU 
[1950] COMMIT_SELL,CqOb5G0hB4 
[1951] BUY,w69hSQMdyy,AR,97.82 
[1952] QUOTE,ojovZ9YLZM,BNS 
[1953] SET_BUY_TRIGGER,umhaEY4lil,PDS,10.09 
[1954] COMMIT_SELL,BqhMWgFe1n 
[1955] COMMIT_BUY,jzi5Fg2GGS 
[1956] BUY,sYJRWa0Mih,BNS,122.45 
[1957] BUY,ojovZ9YLZM,NIO,429.25 
[1958] BUY,LwNQpkd8mr,QQQ,92.98 
[1959] SELL,jzi5Fg2GGS,AAL,47.77 
[1960] COMMIT_SELL,w69hSQMdyy 
[1961] DISPLAY_SUMMARY,sYJRWa0Mih 
[1962] QUOTE,LwNQpkd8mr,BMO 
[1963] SELL,xFrzsBbeiS,AAL,84.74 
[1964] QUOTE,kul4JJSoHc,AME 
[1965] CANCEL_BUY,BqhMWgFe1n 
[1966] ADD,kul4JJSoHc,66039.65 
[1967] CANCEL_BUY,LwNQpkd8mr 
[1968] COMMIT_SELL,xFrzsBbeiS 
[1969] SELL,jzi5Fg2GGS,OXY,332.20 
[1970] BUY,sYJRWa0Mih,AMD,474.56 
[1971] COMMIT_SELL,xFrzsBbeiS 
[1972] CANCEL_BUY,xFrzsBbeiS 
[1973] DISPLAY_SUMMARY,xFrzsBbeiS 
[1974] COMMIT_BUY,sYJRWa0Mih 
[1975] CANCEL_SET_SELL,sYJRWa0Mih,OXY 
[1976] CANCEL_SELL,umhaEY4lil 
[1977] ADD,sYJRWa0Mih,107429.77 
[1978] COMMIT_SELL,jzi5Fg2GGS 
[1979] CANCEL_SET_BUY,BqhMWgFe1n,HCC 
